id,sn,sn_2,date,title,link
182,足纪字[2018]010号,,,关于对大连统顺足球俱乐部队官员王魁违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180326/22827.html
183,足纪字[2018]009号,,,关于对辽宁足球俱乐部沈阳宏运队球员王皓违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180326/22826.html
184,足纪字[2018]008号,,,关于对天津权健足球俱乐部队球员晏紫豪违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180326/22825.html
185,足纪字[2018]007号,,,关于对天津泰达足球俱乐部队官员施蒂利克违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180326/22824.html
186,足纪字[2018]006号,,,关于对安徽合肥桂冠足球俱乐部球员刘博违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180213/22723.html
187,足纪字[2018]001号,,,关于对天津权健足球俱乐部球员张修维违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180130/22690.html
188,足纪字[2018]002号,,,关于对大连瑞恒足球俱乐部队球员广超违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180130/22689.html
189,足纪字[2018]003号,,,关于对大连瑞恒足球俱乐部队官员梁瑞夫违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180130/22688.html
190,足纪字[2018]004号,,,关于对重庆劲浪足球俱乐部队球员李明星违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180130/22687.html
191,足纪字[2018]005号,,,关于对杭州吴越钱唐足球俱乐部队官员黄旭违规违纪的处罚决定,http://www.thecfa.cn/cftz/20180130/22686.html
192,,,,关于终止《关于暂停张修维参加中国足球协会举办的正式足球活动的通知》效力的决定,http://www.thecfa.cn/cftz/20180130/22685.html
193,足纪字[2017]278号,,,关于对上海赛区（上海上港集团足球俱乐部主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20171228/22628.html
194,足纪字[2017]277号,,,关于对南京沙叶足球俱乐部队球员王存违规违纪的处罚决定,http://www.thecfa.cn/cftz/20171208/22517.html
195,足纪字[2017]276号,,,关于对上海绿地申花足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20171208/22516.html
196,足纪字[2017]275号,,,对青岛天赢足球俱乐部队球员肖扬违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171116/22287.html
197,足纪字[2017]274号,,,对河南建业足球俱乐部队球员杜长杰违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171116/22286.html
198,足纪字[2017]273号,,,对云南丽江足球俱乐部丽江飞虎队球员宋涛违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171116/22285.html
199,足纪字[2017]272号,,,对石家庄永昌足球俱乐部队球员薛琪违规违纪的处罚决定,http://www.thecfa.cn/cftz/20171103/22284.html
200,足纪字[2017]271号,,,对北京中赫国安足球俱乐部队球员李思琦违规违纪的处罚决定,http://www.thecfa.cn/cftz/20171103/22283.html
201,足纪字[2017]270号,,,对江苏苏宁足球俱乐部苏宁易购队球员王夕杰违规违纪的处罚决定,http://www.thecfa.cn/cftz/20171103/22282.html
202,足纪字[2017]269号,,,对辽宁足球俱乐部沈阳开新队球员卜男违规违纪的处罚决定,http://www.thecfa.cn/cftz/20171103/22281.html
203,足纪字[2017]268号,,,对沈阳东进足球俱乐部队球员邢凯违规违纪的处罚决定,http://www.thecfa.cn/cftz/20171103/22280.html
204,足纪字[2017]267号,,,对深圳市足球俱乐部佳兆业足球队球员梁雨违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171103/22279.html
205,足纪字[2017]266号,,,对大连超越足球俱乐部队球员唐立真违规违纪的处罚决定,http://www.thecfa.cn/cftz/20171103/22278.html
206,足纪字[2017]265号,,,对石家庄永昌足球俱乐部队球员冯绍顺违规违纪的处罚决定,http://www.thecfa.cn/cftz/20171103/22277.html
207,足纪字[2017]264号,,,对杭州绿城足球俱乐部队球员葛振违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171103/22276.html
208,足纪字[2017]263号,,,对深圳市足球俱乐部佳兆业足球队球员徐亮违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171103/22275.html
209,足纪字[2017]262号,,,对云南丽江足球俱乐部丽江飞虎队球员金炫训违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171103/22274.html
210,足纪字[2017]261号,,,对贵州恒丰智诚足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20171103/22273.html
211,足纪字[2017]260号,,,关于对江苏苏宁足球俱乐部苏宁易购队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20171103/22272.html
212,足纪字[2017]259号,,,关于对北京中赫国安足球俱乐部队球员张稀哲违规违纪的处罚决定,http://www.thecfa.cn/cftz/20171103/22271.html
213,足纪字[2017]258号,,,关于对梅州市梅县区铁汉足球俱乐部队球员顾文祥违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171027/22173.html
214,足纪字[2017]257号,,,关于对天津泰达足球俱乐部亿利队球员王栋违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171027/22172.html
215,足纪字[2017]256号,,,关于对河北华夏幸福足球俱乐部队球员宋文杰违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171027/22171.html
216,足纪字[2017]255号,,,关于对广州恒大淘宝足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20171027/22170.html
217,足纪字[2017]254号,,,关于对广州恒大淘宝足球俱乐部队违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171027/22169.html
218,足纪字[2017]253号,,,关于对浙江毅腾足球俱乐部队违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171027/22168.html
219,足纪字[2017]252号,,,关于对云南丽江赛区（云南丽江足球俱乐部丽江飞虎队主场）违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171027/22167.html
220,足纪字[2017]251号,,,关于对齐齐哈尔中建商砼足球俱乐部队违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171027/22166.html
221,足纪字[2017]250号,,,关于对合肥桂冠足球俱乐部队违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171027/22165.html
222,足纪字[2017]249号,,,关于对合肥桂冠足球俱乐部队球员汪喆违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171027/22164.html
223,足纪字[2017]248号,,,关于对合肥桂冠足球俱乐部队球员任凡违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171027/22163.html
224,足纪字[2017]247号,,,关于对齐齐哈尔中建商砼足球俱乐部队球员叶辉违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171027/22161.html
225,足纪字[2017]246号,,,关于对齐齐哈尔中建商砼足球俱乐部队球员赵禹丞违规违纪的处罚决定,http://www.thecfa.cn/cftz/20171027/22159.html
226,足纪字[2017]245号,,,关于对齐齐哈尔中建商砼足球俱乐部队球员张庆瑞违规违纪的处罚决定,http://www.thecfa.cn/cftz/20171027/22157.html
227,足纪字[2017]244号,,,关于对齐齐哈尔中建商砼足球俱乐部队官员张哲维违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171027/22156.html
228,足纪字[2017]243号,,,关于对陕西女子足球队官员刘华娜违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171020/22071.html
229,足纪字[2017]242号,,,关于对天津泰达足球俱乐部亿利队球员周其明违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171020/22070.html
230,足纪字[2017]241号,,,关于对天津泰达足球俱乐部亿利队球员聂涛违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171020/22069.html
231,足纪字[2017]240号,,,关于对长春亚泰足球俱乐部队球员祎凡违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171020/22068.html
232,足纪字[2017]239号,,,关于对延边富德足球俱乐部队官员朴泰夏违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171020/22067.html
233,足纪字[2017]238号,,,关于对广州恒大淘宝足球俱乐部队官员斯科拉里违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171020/22066.html
234,足纪字[2017]237号,,,关于对上海上港集团足球俱乐部队官员佩德罗违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171020/22065.html
235,足纪字[2017]236号,,,关于对上海上港集团足球俱乐部队官员威尔违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171013/22064.html
236,足纪字[2017235号,,,关于对北京赛区（北京中赫国安足球俱乐部队主场）违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171013/22063.html
237,足纪字[2017]234号,,,关于对北京赛区比赛官员王晓刚违规违纪的处罚决定,http://www.thecfa.cn/cftz/20171013/22062.html
238,足纪字[2017]233号,,,关于对贵州恒丰智诚足球俱乐部队官员罗政违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171013/22061.html
239,足纪字[2017]232号,,,关于对河南建业足球俱乐部队球员杨成玉违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171013/22058.html
240,足纪字[2017]231号,,,关于对广州恒大淘宝足球俱乐部队球员吴笑天违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171013/22057.html
241,足纪字[2017]230号,,,关于对肇庆恒泰足球俱乐部队官员杨志恒违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171013/22056.html
242,足纪字[2017]229号,,,关于对肇庆恒泰足球俱乐部队球员梁言违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171013/22055.html
243,足纪字[2017]228号,,,关于对广州恒大淘宝足球俱乐部队球员金英权违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171013/22054.html
244,足纪字[2017]227号,,,关于对上海上港集团足球俱乐部队官员谢晖违规违纪的处罚决定,http://www.thecfa.cn/cftz/20171013/22053.html
245,足纪字[2017]226号,,,关于对浙江毅腾足球俱乐部队球员于涛违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171012/22052.html
246,,,,关于对浙江毅腾足球俱乐部队官员王军违规违纪的处罚决定,http://www.thecfa.cn/cftz/20171012/22050.html
247,足纪字[2017]224号,,,关于对天津权健足球俱乐部队球员裴帅违规违纪的处罚决定 ,http://www.thecfa.cn/cftz/20171012/22042.html
248,足纪字[2017]223号,,,关于对北京理工足球俱乐部队球员龚正违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170930/21992.html
249,足纪字[2017]222号,,,关于对青岛中能足球俱乐部球员沙一博违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170930/21991.html
250,足纪字[2017]221号,,,关于对北京中赫国安足球俱乐部球员孙承威违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170930/21990.html
251,足纪字[2017]220号,,,关于对广州恒大淘宝足球俱乐部队球员陈泽鹏违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170930/21989.html
252,足纪字[2017]219号,,,关于对广州恒大淘宝足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170930/21988.html
253,足纪字[2017]218号,,,关于对广州恒大淘宝足球俱乐部队球员张琳芃违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170930/21987.html
254,足纪字[2017]217号,,,关于对北京中赫国安足球俱乐部队球员赵和靖违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170930/21986.html
255,足纪字[2017]216号,,,关于对山东鲁能泰山足球俱乐部队官员郝伟违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170930/21985.html
256,足纪字[2017]215号,,,关于对上海上港集团足球俱乐部队官员丹尼尔违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170930/21984.html
257,足纪字[2017]214号,,,关于对上海上港集团足球俱乐部队官员博阿斯违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170930/21983.html
258,足纪字[2017]213号,,,关于对山东鲁能足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170922/21982.html
259,足纪字[2017]212号,,,关于对北京中赫国安足球俱乐部球员王巍博违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170922/21981.html
260,足纪字[2017]211号,,,关于对合肥赛区（合肥桂冠足球队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170922/21980.html
261,足纪字[2017]210号,,,关于对合肥桂冠足球队球员刘博违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170922/21979.html
262,足纪字[2017]209号,,,关于对青海赛区（青海庄伯足球队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170922/21978.html
263,足纪字[2017]208号,,,关于对青岛康太源足球队官员徐尚违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170922/21977.html
264,足纪字[2017]207号,,,关于对青岛康太源足球队官员刘瑶违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170922/21976.html
265,足纪字[2017]206号,,,关于对青岛康太源足球队官员蓝立宁违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170922/21975.html
266,足纪字[2017]205号,,,关于对沈阳东进足球俱乐部队球员米扎尔·阿力木违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170922/21974.html
267,足纪字[2017]204号,,,关于对广州恒大淘宝足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170922/21973.html
268,足纪字[2017]203号,,,关于对河南建业足球俱乐部队球员杨阔违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170922/21972.html
269,足纪字[2017]202号,,,关于对深圳市足球俱乐部佳兆业足球队球员罗西违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170915/21868.html
270,足纪字[2017]201号,,,关于对上海申鑫足球俱乐部队球员夏宁宁违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170915/21867.html
271,足纪字[2017]200号,,,关于对新疆天山雪豹足球俱乐部新疆体彩队官员严明超违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170915/21866.html
272,,,,关于对大连一方足球俱乐部队官员柳忠长违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170915/21865.html
273,足纪字[2017]198号,,,关于对石家庄永昌足球俱乐部队球员矫喆违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170915/21864.html
274,足纪字[2017]197号,,,关于对深圳市足球俱乐部佳兆业足球队球员乔巍违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170915/21863.html
275,足纪字[2017]196号,,,关于对浙江毅腾足球俱乐部队球员奥古斯托违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170915/21862.html
276,,,,关于暂停张修维参加中国足球协会举办的正式足球活动的通知,http://www.thecfa.cn/cftz/20170914/21861.html
277,足纪字[2017]195号,,,关于对辽宁足球俱乐部球员何亚奇违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170911/21860.html
278,足纪字[2017]194号,,,关于对大连赛区（大连一方足球俱乐部队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170911/21859.html
279,足纪字[2017]193号,,,关于对河北石家庄赛区（石家庄永昌足球俱乐部队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170911/21858.html
280,足纪字[2017]192号,,,关于对大连一方足球俱乐部队球员孙铂违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170911/21857.html
281,足纪字[2017]191号,,,关于对浙江毅腾足球俱乐部队球员刘越违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170911/21856.html
282,足纪字[2017]190号,,,关于对杭州绿城足球俱乐部队球员王瑒违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170911/21855.html
283,足纪字[2017]189号,,,关于对武汉卓尔职业足球俱乐部队球员埃弗拉违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170901/21854.html
284,足纪字[2017]188号,,,关于对上海上港集团足球俱乐部队球员艾哈迈多夫违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170901/21853.html
285,足纪字[2017]187号,,,关于对石家庄永昌足球俱乐部队球员高增翔违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170901/21852.html
286,足纪字[2017]186号,,,关于对天津彬泰顺足球俱乐部队官员张一违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170901/21851.html
287,足纪字[2017]184号,,,关于对青岛黄海足球俱乐部队官员高鲲违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170901/21850.html
288,足纪字[2017]185号,,,关于对沈阳西成足球俱乐部队球员王明宇违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170901/21849.html
289,足纪字[2017]183号,,,关于对武汉卓尔职业足球俱乐部队官员阮行违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170901/21848.html
290,足纪字[2017]182号,,,关于对青岛红狮足球俱乐部队球员孙明卿违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170825/21847.html
291,足纪字[2017]180号,,,关于对内蒙古包头南郊足球俱乐部违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170825/21846.html
292,足纪字[2017]181号,,,关于对青岛红狮足球俱乐部队球员赖亚轮违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170825/21845.html
293,足纪字[2017]179号,,,关于对内蒙古包头赛区（内蒙古包头南郊足球俱乐部包头鹿城草上飞队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170825/21844.html
294,足纪字[2017]178号,,,关于对银川贺兰山足球俱乐部宁夏山屿海队球员吴禹寅违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170825/21843.html
295,足纪字[2017]176号,,,关于对保定英利易通足球俱乐部容大队官员尚青违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170825/21842.html
296,足纪字[2017]177号,,,关于对上海申鑫足球俱乐部队官员邹忠伟违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170825/21841.html
297,足纪字[2017]175号,,,关于对北京中赫国安足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170825/21840.html
298,足纪字[2017]173号,,,关于对天津权健足球俱乐部队球员赵旭日违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170825/21839.html
299,足纪字[2017]174号,,,关于对河北秦皇岛赛区（河北华夏幸福足球俱乐部队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170825/21838.html
300,足纪字[2017]095号,,,关于对上海上港集团足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170622/18983.html
301,足纪字[2017]094号,,,关于对北京人和足球俱乐部队球员饶伟辉违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170616/18982.html
302,足纪字[2017]093号,,,关于对深圳市足球俱乐部佳兆业足球队球员乔巍违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170616/18981.html
303,足纪字[2017]092号,,,关于对内蒙古中优足球俱乐部呼和浩特足球队球员张天翔违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170616/18980.html
304,足纪字[2017]091号,,,关于对武汉卓尔职业足球俱乐部队球员宋志伟违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170616/18979.html
305,足纪字[2017]090号,,,关于对重庆当代力帆足球俱乐部队球员尤里违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170608/18978.html
306,足纪字[2017]089号,,,关于对广州富力足球俱乐部队球员向柏旭违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170608/18977.html
307,足纪字[2017]088号,,,关于对河南建业足球俱乐部队球员靳琪违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170608/18976.html
308,足纪字[2017]087号,,,关于对天津泰达足球俱乐部亿利队球员高嘉润违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170608/18975.html
309,足纪字[2017]086号,,,关于对广东梅州客家足球俱乐部队官员亚历山大违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170608/18974.html
310,,,,关于对贵州恒丰智诚足球俱乐部队球员苏渤洋违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170608/18973.html
311,足纪字[2017]084号,,,关于对长春亚泰足球俱乐部队球员王金良违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170602/18972.html
312,足纪字[2017]083号,,,关于对球员韩天麟违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170526/7507.html
313,足纪字[2017]082号,,,关于对天津泰达足球俱乐部亿利队球员聊博超违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170526/7506.html
314,足纪字[2017]081号,,,关于对上海绿地申花足球俱乐部队球员张璐违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170526/7509.html
315,足纪字[2017]080号,,,关于对江苏苏宁足球俱乐部苏宁易购队球员马丁内斯违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170526/7508.html
316,足纪字[2017]079号,,,关于对广州赛区（广州恒大淘宝足球俱乐部队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170526/7510.html
317,足纪字[2017]078号,,,关于对广州恒大淘宝足球俱乐部队球员张琳芃违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170526/7511.html
318,足纪字[2017]077号,,,关于对上海绿地申花足球俱乐部队球员李建滨违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170526/7512.html
319,足纪字[2017]076号,,,关于对河南建业足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170526/7513.html
320,足纪字[2017]075号,,,关于对青岛中能足球俱乐部球员全龙海违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170519/7514.html
321,足纪字[2017]074号,,,关于对大连权健足球俱乐部球员马博违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170519/7515.html
322,足纪字[2017]073号,,,关于对天津泰达足球俱乐部亿利队球员聂涛违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170519/7517.html
323,足纪字[2016]072号,,,关于对重庆当代力帆足球俱乐部违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170519/7516.html
324,足纪字[2016]071号,,,关于对天津权健足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170519/7518.html
325,足纪字[2017]070号,,,关于对上海上港集团足球俱乐部队官员马里奥违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170519/7519.html
326,足纪字[2017]069号,,,关于对青岛黄海足球俱乐部队官员乔迪违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170512/7520.html
327,足纪字[2017]068号,,,关于对青岛黄海足球俱乐部队球员张振违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170512/7521.html
328,足纪字[2017]067号,,,关于对深圳市足球俱乐部佳兆业足球队球员王大龙违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170512/7523.html
329,足纪字[2017]066号,,,关于对浙江毅腾足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170512/7522.html
330,足纪字[2017]065号,,,关于对内蒙古中优足球俱乐部呼和浩特足球队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170512/7524.html
331,足纪字[2016]064号,,,关于对广州恒大淘宝足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170512/7525.html
332,足纪字[2017]063号,,,关于对长春亚泰足球俱乐部队官员陈金刚违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170512/7527.html
333,足纪字[2017]062号,,,关于对江苏苏宁足球俱乐部苏宁易购队球员杨博宇违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170512/7526.html
334,足纪字[2017]061号,,,关于对江苏苏州赛区（苏州东吴足球俱乐部队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170512/7528.html
335,足纪字[2017]060号,,,关于对天津泰达足球俱乐部亿利队球员邱添一违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170512/7529.html
336,足纪字[2017]059号,,,关于对大连一方足球俱乐部队球员朱挺违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170506/7530.html
337,足纪字[2017]058号,,,关于对贵州恒丰智诚足球俱乐部队球员蒋亮违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170506/7532.html
338,足纪字[2017]057号,,,关于对北京人和足球俱乐部队球员张宇峰违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170506/7531.html
339,足纪字[2017]056号,,,关于对河南建业足球俱乐部队官员尚芃违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170506/7533.html
340,足纪字[2017]055号,,,关于对河南建业足球俱乐部队官员贾秀全违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170506/7534.html
341,足纪字[2017]054号,,,关于对天津泰达足球俱乐部亿利队球员迪亚涅违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170506/7535.html
342,足纪字[2017]053号,,,关于对新疆天山雪豹足球俱乐部新疆体彩队官员孙庆凯违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170506/7536.html
343,足纪字[2017]052号,,,关于对呼和浩特赛区（内蒙古中优足球俱乐部呼和浩特足球队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170506/7537.html
344,足纪字[2017]051号,,,关于对重庆赛区（重庆当代力帆足球俱乐部队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170506/7538.html
345,足纪字[2017]050号,,,关于对呼和浩特赛区（内蒙古中优足球俱乐部呼和浩特足球队主场）违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170506/7539.html
346,足纪字[2017]049号,,,关于对广州恒大淘宝足球俱乐部队官员王书成违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170427/7540.html
347,足纪字[2017]048号,,,关于对江西联盛足球俱乐部队球员耿志庆违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170427/7541.html
348,足纪字[2016]047号,,,关于对武汉卓尔职业足球俱乐部队违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170427/7542.html
349,足纪字[2017]046号,,,关于对河北精英足球俱乐部队官员陈勇违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170427/7543.html
350,足纪字[2017]045号,,,关于对球员纪超违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170427/7544.html
351,足纪字[2017]043号,,,关于对浙江毅腾足球俱乐部队官员王军违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170421/7545.html
352,足纪字[2017]044号,,,关于对保定英利易通足球俱乐部容大队官员王炜违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170421/7546.html
353,足纪字[2017]042号,,,关于对青岛黄海足球俱乐部队球员赵石违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170414/7548.html
354,足纪字[2017]041号,,,关于对江苏苏宁足球俱乐部队苏宁易购队球员刘伟违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170414/7547.html
355,足纪字[2017]040号,,,关于对广州富力足球俱乐部队官员戈达里察维违规违纪的处罚决定,http://www.thecfa.cn/cftz/20170407/7550.html
